id0	id4	1.0
id0	id5	1.0
id0	id6	1.0
id0	id14	1.0
id0	id15	1.0
id0	id16	1.0
id0	id17	1.0
id0	id18	0.9
id0	id19	1.0
id0	id20	1.0
id0	id21	0.9
id1	id4	1.0
id1	id5	1.0
id1	id6	1.0
id1	id14	1.0
id1	id15	1.0
id1	id16	1.0
id1	id17	1.0
id1	id18	0.9
id1	id19	1.0
id1	id20	1.0
id1	id21	0.9
id1	id22	1.0
id2	id4	1.0
id2	id5	1.0
id2	id6	1.0
id2	id14	1.0
id2	id15	1.0
id2	id16	1.0
id2	id17	1.0
id2	id18	0.9
id2	id19	1.0
id2	id20	1.0
id2	id21	0.9
id2	id22	1.0
id3	id4	1.0
id3	id5	1.0
id3	id6	1.0
id3	id14	1.0
id3	id15	1.0
id3	id16	1.0
id3	id17	1.0
id3	id18	0.9
id3	id19	1.0
id3	id20	1.0
id3	id21	0.9
id3	id22	1.0
id4	id14	1.0
id4	id15	1.0
id4	id16	1.0
id4	id17	1.0
id4	id18	0.9
id4	id19	1.0
id4	id20	1.0
id4	id21	0.9
id5	id14	1.0
id5	id15	1.0
id5	id16	1.0
id5	id17	1.0
id5	id18	0.9
id5	id19	1.0
id5	id20	1.0
id5	id21	0.9
id6	id14	1.0
id6	id15	1.0
id6	id16	1.0
id6	id17	1.0
id6	id18	0.9
id6	id19	1.0
id6	id20	1.0
id6	id21	0.9
id6	id22	1.0
id7	id16	1.0
id7	id17	1.0
id7	id18	1.0
id7	id19	1.0
id7	id21	1.0
id8	id16	1.0
id8	id17	1.0
id8	id18	1.0
id8	id19	1.0
id8	id21	1.0
id9	id16	1.0
id9	id17	1.0
id9	id18	1.0
id9	id19	1.0
id9	id21	1.0
id10	id7	1.0
id10	id8	1.0
id10	id9	1.0
id10	id16	0.9
id10	id17	0.9
id10	id18	1.0
id10	id19	0.9
id10	id21	0.9
id11	id7	1.0
id11	id8	1.0
id11	id9	1.0
id11	id16	0.9
id11	id17	0.9
id11	id18	1.0
id11	id19	0.9
id11	id21	0.9
id12	id7	1.0
id12	id8	1.0
id12	id9	1.0
id12	id16	0.9
id12	id17	0.9
id12	id18	1.0
id12	id19	0.9
id12	id21	0.9
id13	id7	1.0
id13	id8	1.0
id13	id9	1.0
id13	id16	0.9
id13	id17	0.9
id13	id18	1.0
id13	id19	0.9
id13	id21	0.9
id14	id16	1.0
id14	id17	1.0
id14	id18	0.9
id14	id19	1.0
id14	id20	1.0
id14	id21	0.9
id15	id16	1.0
id15	id17	1.0
id15	id18	0.9
id15	id19	1.0
id15	id20	1.0
id15	id21	0.9
id16	id20	1.0
id16	id21	1.0
id17	id20	1.0
id17	id21	1.0
id18	id20	1.0
id18	id21	0.9
id19	id20	1.0
id19	id21	1.0
